feature,index
the-accident,27207
PN=expert,15837
"but-,",23599
now-estimated,2427
terry-moran,12833
in-person,10049
FN=coordination,12316
FN=mechanic,16365
hours-away,20236
the-irish,14242
its-followers,11236
PN=renewal,2841
flare-extends,18368
increased-fat,27103
FN=tampa,19601
family-was,5778
PN=september,447
his-crusade,25319
but-i,19779
sales-of,14037
his-goal,9094
that-quickness,23664
name-visible,18611
death-case,27462
this-quite,22689
you-perform,26053
now-launches,10075
"ll-,",20701
it-focused,16696
completely-out,12634
hear-rhetoric,24679
others-convened,13456
the-orbiting,18763
need-plunge,15426
pr-person,13988
summit-dialogue,5742
real-dry,15048
who-plays,7788
her-own,4266
PN=vacuum,12712
FN=iowa,2724
i-laugh,20956
see-american,2624
there-to,14919
PN=dictator,25621
sisters-jodie,23553
would-phase,24844
world-anchoring,17006
an-experiment,15418
had-lobbied,3589
has-fought,25473
you-nick,15965
who-hang,25023
PV=makes,18355
PV=touched,13845
bigger-questions,20540
the-break,19096
NNS-CD,23491
NNS-CC,301
its-judges,14684
FN=mid,7404
FN=location,7326
FN=provisions,2843
PN=xbox,24542
the-guy,13100
and-right,16838
from-destruction,23324
out-here,12846
FN=corners,3856
what-the,868
shooting-.,15381
his-postgame,23039
PV=convened,13455
candidates-vying,14851
under-any,9529
difference-.,9618
"difference-,",9600
those-sanctions,11597
a-massive,18257
PN=minister,11812
RB-RBR,2411
have-it,4800
POS-CD,5841
PN=years,632
PN=emwazi,13748
very-pleased,3140
FN=inaudible,5600
has-brought,26199
vegetating-in,14900
four-days,14815
news-network,1673
the-mustard,15932
but-because,5846
a-doctors,4975
PN=heads,15092
FN=hiatus,14598
FN=wife,3968
people-',3205
a-concert,22153
our-territory,20772
good-yarn,11458
people-.,3119
"people-,",1410
this-controversy,12469
FN=adam,16651
and-laying,12377
legal-teams,15519
the-thing,21121
PN=appointment,16673
kicked-us,24535
senator-corker,11944
really-resonates,4048
hears-someone,26409
FN=landslide,11430
NNP-CD,888
NNP-CC,44
FN=burbank,20412
PN=four,18857
become-aware,1416
FN=heart,3727
c-wants,20263
and-gynecology,22043
NNS-PRP,2076
washington-and,12629
FN=making,6026
at-her,1056
day-appears,8765
FN=headquarters,7738
close-ties,14397
PN=evenings,16445
soar-on,8886
"later-,",1280
course-you,8204
be-transformed,26829
management-hit,9384
them-or,15272
also-talk,22962
PN=wear,26625
PN=michelangelo,10597
reaching-out,12888
really-inflamed,19234
this-afternoon,3796
this-one,5522
FN=developments,26445
PN=gay,14422
PV=ramping,17187
a-red,23916
a-public,14606
intimidate-people,9770
a-rep,20185
PN=marau,27713
stadiums-have,12338
every-year,6533
campaigns-of,24847
PN=harrises,1204
substantial-security,15910
salah-.,13841
walk--,7913
"team-""",18863
PN=pocket,10413
PV=canceled,15715
a-political,25853
very-complicated,16593
FN=lamborghini,26818
PV=burst,26572
minute-soliloquy,10520
write-down,10427
with-more,9907
hollywood-.,10159
with-us,2179
"hollywood-,",20888
orbits-earth,18559
PN=senator,12212
FN=weapons,2189
FN=senator,9035
want-more,9117
the-secret,12926
PN=britain,27075
PN=sisters,968
beating-you,4374
FN=ways,1871
and-crashed,21925
against-isil,10833
FN=macy,11387
",-well",23611
"bangor-,",1699
PV=overworking,14887
to-pray,1156
are-gone,14927
FN=raddatz,9909
leave-your,7523
two-minutes,14215
",-going",23888
drowning-in,22814
experience-everything,6189
we-learn,20317
FN=element,14741
FN=arguments,3760
congratulations-all,3812
FN=practice,3846
a-blanket,12379
the-development,11601
looking-on,10050
history-turns,8242
FN=purposes,623
:-VBP,19393
left-dhs,1266
:-VBN,5475
:-VBD,3490
his-daughter,5996
:-VBG,2945
which-is,22552
52-percent,11432
FN=childbirth,22068
same-time,18762
military-option,11907
my-body,13951
made-himself,27380
a-strange,9852
the-giant,18716
joined-now,4625
FN=johnny,7195
FN=beth,6478
l-.,2045
PV=funneling,17673
PN=incitement,7123
PN=breakout,7795
PV=gathering,19830
bond-news,8260
FN=anybody,9493
their-families,9079
PV=fight,3393
CD-VBN,2736
the-inside,17364
going-a,4480
CD-VBD,943
CD-VBG,4911
CD-VBZ,20595
months-on,8615
nov-.,11093
PN=rhimes,14128
months-of,865
FN=tomorrow,2018
clearly-trying,2803
having-its,21723
hours-as,16976
"oxford-,",668
FN=recruiting,2302
interesting-thing,13155
special-discussion,21894
PN=experience,636
the-december,21973
too-late,6509
in-this,24524
a-federal,8518
PN=animosity,9854
alabama-.,9304
"alabama-,",21315
"eyewitnesses-,",19046
his-racial,19954
FN=asu,15276
FN=gays,11627
PV=bought,8265
PN=kelly,22522
more-air,21129
FN=ash,5138
perspective-comes,25235
if-greece,12131
gabby-',7662
the-tousled,10271
PN=sagacity,6658
also-gone,23889
FN=share,17243
"frankly-,",12726
from-falling,25962
FN=stephanopoulos,15868
political-calculation,22883
got-cut,24082
40-chinese,22420
heart-on,3728
FN=difficulty,19100
of-skidded,21166
powerful-message,19951
anything-i,24874
of-san,11265
",-looked",23488
terrorism-carried,23241
PV=continuing,26097
FN=george,2860
care-opportunities,13034
special-operators,16765
conservatives-even,5355
PN=awareness,22215
should-go,23337
months-;,16572
giant-storm,18626
anything-.,17235
"anything-,",4758
so-good,1905
months-.,16566
"months-,",19283
PN=wisdom,3788
the-type,1254
denied-entry,6434
gained-strength,23349
other-diners,2142
PN=hour,2836
opinions-expressed,609
customers-all,17500
suspended-tuesday,17967
and-cared,20172
he-wanted,20824
):-robbie,25149
PV=crouching,20534
FN=bombings,27563
at-odds,9331
PV=seeking,25246
i-strive,6704
some-ways,2312
korea-from,8646
military-operation,25254
PN=muslims,12503
raising-more,25404
some-pause,27428
the-burning,21549
FN=jerusalem,17093
PN=gma,5729
a-nfl,21320
in-public,21508
the-trans,21174
biggest-decliner,15693
right-back,9223
",-home",2460
how-coaches,21503
PN=bases,19491
FN=bagram,4901
PN=duster,15412
PN=carolina,19927
attacks-carried,13836
soldier-killed,4181
s-almost,13104
PV=rise,5719
coaches-or,21477
the-negligence,26977
you-about,13496
his-girlfriend,7245
1-:,14232
"""-the",12583
benghazi-and,2713
"1-,",13666
1-.,20331
their-windshield,2237
FN=nyu,22044
kick--,12329
if-the,15614
can-spiral,27504
FN=interview,669
PRP-PRP,2316
PN=terrorists,16501
PN=claim,2173
clinton-coming,25672
brief-interview,19513
PN=bullet,11184
discusses-ways,6945
sometimes-dictated,25765
PN=payments,7495
been-knocked,21927
FN=sweat,24763
overnight-pounding,13474
FN=hillary,2938
PN=wanders,10152
FN=addition,3639
fail-big,3805
the-death,3513
PV=flooding,27531
FN=spread,13457
russian-jet,17188
the-interior,11367
view-program,13912
syria-was,17291
streamline-intelligence,106
much-attention,19745
",-talk",16027
an-unarmed,2204
the-collapse,23895
PN=soil,19306
FN=spreadsheets,24130
earth-as,18646
FN=humor,17348
PN=browser,6045
much-child,16013
funds-.,27412
$-10,15347
filed-suit,23957
to-church,20117
met-me,24853
PN=dress,20193
WRB-EX,13274
not-running,2810
no-threats,19079
an-alignment,27499
incredible-agreement,24513
PN=minute,10518
PN=ton,5259
PN=tom,11828
PN=top,2397
to-see,4847
PN=stock,517
older-and,14471
has-been,16870
these-families,20113
making-it,16009
stay-fashionable,23094
PV=posing,17505
JJ-PRP$,20878
the-world,1608
things-like,22858
they-did,210
n-.,19413
leadership-strikes,10869
",-those",20942
magnetic-forces,18429
envelope-formed,18701
governing-experience,24989
of-shape,21187
leonids-away,12389
FN=coincidence,24038
all-the,1861
vienna---,25388
PV=border,19317
to-requests,17550
):-she,8994
a-personalized,25544
is-great,2176
those-who,594
PV=sent,3926
it-enjoyed,19789
PV=send,23172
to-swing,23952
university-hospitals,6543
i-would,6169
a-sign,16155
FN=collection,20456
a-sigh,11219
mosul-with,20600
reagan-.,10351
PN=bomb,9513
this-together,21108
the-francises,1224
its-northern,13378
FN=abode,1816
PN=lions,23806
class-.,23716
PN=case,1244
PN=control,19070
attention-away,9508
on-loans,26591
for-congress,3031
RBR-:,25874
project-born,25045
medical-clearance,15473
"RBR-,",13013
they-set,26236
class-a,21307
be-returned,8687
FN=identification,6377
be-kept,21478
PN=wrongdoing,25911
the-founders,24486
prosperity-and,12086
you-falling,6086
RP-IN,3115
which-went,18630
men-are,24519
FN=google,18618
PN=afghanistan,5047
“-national,21735
FN=consequence,16518
FN=across,9955
courage-people,19250
"austin-,",13505
PN=procedures,14358
committee-.,27515
criminal-ties,21722
PN=department,895
related-things,16863
this-week,2706
a-professional,9197
PV=expanded,20842
of-agreement,14911
JJ-'',1258
germany-that,19040
only-tool,3390
FN=cold,27090
PN=girls,853
first-moments,10363
swigging-pepsi,19803
PV=rappelling,17695
PN=trauma,22047
growth-includes,21243
PV=march,16515
about-and,15773
'-obligation,3766
their-efforts,10971
FN=iac,21600
FN=hostages,4859
his-man,23662
this-stage,11787
PN=horror,22118
and-get,3278
have-any,8704
national-polls,4364
watching-these,14001
"""-please",20508
FN=artists,23081
to-problems,15431
--standing,26988
it-taps,19783
a-number,5268
did-back,4001
FN=station,18504
the-four,11631
latinos-.,25478
the-end,464
scoring-13,14227
fifteen-hundred,26469
and-mcdonalds,8899
.-CC,22132
have-information,6755
a-helmet,27213
",-do",27785
FN=extent,7782
open-warfare,24411
the-tokyo,26803
",-dreams",3807
PN=worth,22540
PN=brewing,21134
june-30th,22823
the-clinton,31
PN=route,6341
VB-NN,107
FN=mets,19644
something-worked,25099
kickoff-in,23323
IN-:,3698
IN-$,8228
IN-(,13284
being-an,3173
IN-.,18802
"IN-,",5531
kalashnikovs-in,16499
PN=hours,2139
s-willing,5281
the-case,1243
concerns-about,3547
PV=specified,15132
FN=independence,11222
PN=advantage,14225
VBN-NN,180
income-inequality,13017
FN=controversy,12468
major-offensive,26129
these-initial,19945
adherents-.,24712
in-different,23504
the-revolutionary,3950
"""-terms",6193
his-interview,25248
no-warning,15905
the-transportation,23226
the-bering,21596
15-to,7457
40-',5731
happening-here,2351
"40-""",15123
and-caring,815
PN=carcass,23820
shredding-your,22242
only-16,26956
enforce-laws,24359
FN=apps,17758
the-decision,16074
the-inevitable,23417
just-one,13664
allows-congress,7040
mccain-when,5484
FN=conflict,25771
PN=brief,19512
FN=posture,4732
PV=reckoned,4290
FN=process,3149
FN=punishment,3542
PV=wrapping,26190
great-efficiency,15909
FN=firms,20445
image-tweeted,23254
PN=promise,25298
PN=airports,27176
:-dismantle,19445
FN=nation,274
FN=justification,4167
best-way,9146
is-somewhere,16643
"nation-,",20007
all-people,11755
funded-effort,24252
way-in,16031
would-simply,23963
FN=reverence,8743
PV=legends,16004
conducted-interviews,3
FN=renter,7464
orbit-around,18631
violence-is,20021
"force-,",12710
the-threats,23248
see-all,25565
walmart-or,15344
can-finesse,27545
CD-NNS,511
FN=intelligence,105
PN=briefing,2997
PV=looked,2963
FN=end,463
illegal-immigration,4401
"circumstances-.""",8702
PN=airstrikes,12307
60-isis,19345
JJ-JJ,259
a-celebration,16200
dutch-astronaut,18501
s-hard,9580
PN=minutes,7595
a-rose,18660
PN=luttrell,21847
FN=fayetteville,805
took-aim,11495
the-asu,15277
him-in,10324
merit-”,26717
FN=john,8364
her-cry,25833
PN=tournament,23418
in-my,11162
cause-celebre,3712
people-who,2306
threat-now,16622
really-high,23764
want-me,10761
telecom-satellite,348
FN=purpose,12033
to-soar,8888
PV=hurt,15694
subside-a,454
plans-coming,25603
senator-marco,16706
PN=romances,6106
bernie-is,20079
inaudible-),3784
the-cha,14179
twitter-today,7973
being-with,16438
PV=studied,64
FN=campaign,181
wide--,18682
additional-comment,8541
at-some,9645
his-clothes,15608
signing-on,14360
PN=tempo,9300
PN=dhs,960
FN=minneapolis,8392
PN=mayhem,19085
already-reaching,12886
car-filled,16464
defeat-evil,24985
an-alarm,26548
warn-france,20764
to-it,3650
PV=going,1271
1971-and,9842
engineers-disagreed,14024
FN=deportations,11356
this-historic,11976
45-feet,23424
FN=anime,14064
PN=turbulence,13178
from-chicago,5737
re-seeing,2248
FN=rescue,15541
FN=obama,4671
what-europe,12048
middle-ground,16729
are-flowing,23294
PV=hang,25022
PV=push,3100
ted-haggard,1651
the-kind,2615
deep-sense,10057
hillary-getting,9866
the-reagans,10487
he-ticked,4216
coming-in,1148
meets-guests,27753
to-fight,4938
PN=conversation,14137
ireland-.,15291
PN=setbacks,14829
describe---,25317
security-technology,17523
their-reunion,6040
ever-got,26373
PN=haley,9773
training-afghans,4927
of-money,11981
dna-evidence,16317
these-heartbreaking,25120
the-probably,27111
PN=executives,6907
being-flung,18547
PN=israel,16782
PN=population,7096
mourning-who,13218
WP-WP,27610
PN=metre,18690
are-legends,16005
the-extent,7783
PV=locked,11467
PN=meddle,4695
"""-by",23242
who-turned,4317
france-and,15386
FN=pine,8123
PV=communicate,8296
every-additional,15182
mexico-fired,19134
RB-VB,1141
be-accepted,6592
FN=percent,4356
feels-strongly,3060
up-strongly,13146
conducted-airstrikes,12308
FN=home,90
PV=turn,7101
mexico-are,11756
PN=scout,184
bryant-sitting,22179
PV=cooperating,19835
greater-military,25775
our-chief,16623
sanders-went,14869
FN=taxes,3358
PN=dione,18782
washington-this,17741
being-calm,14984
voters-out,25608
civil-war,21854
implemented-until,19419
FN=match,18814
oath-and,27466
PN=target,5634
them-and,2310
s-capable,7231
your-comments,19179
"losers-,",20104
losers-.,23854
PN=cub,183
straight-hours,15091
was-closed,1386
PN=cum,78
french-flag,26754
charlie-mike,1320
PN=cup,21156
always-worry,22197
will-carry,22469
"morpheus-,",19769
any-presidential,11425
their-life,11122
this-seems,16055
"proxy-,",22185
PV=characterized,22045
FN=outlet,15003
the-eye,10631
field-mouse,27452
",-depending",7392
PN=swap,22030
an-essay,11117
to-light,21215
FN=mount,12967
was-supposed,1153
news-events,16954
DT-EX,17337
PN=byu,17299
PN=progress,9940
NNS-RBR,11423
are-competing,19217
miles-away,7514
teenager-lying,21970
environmentalists-across,17630
that-open,25687
stay-in,11731
retired-players,25909
that-against,23708
FN=balkans,26934
reporting-live,336
the-email,2765
took-more,7994
winter-sky,18447
PN=holders,27263
cutting-that,15320
the-crash,24449
at-numbers,25008
PN=machine,16422
killed-themselves,14989
FN=twins,5819
winning-convictions,23606
PV=faded,18799
trust-her,2788
they-agreed,12537
the-highlights,16708
FN=jordan,24665
reserve-life,3767
PN=figure,12774
PV=remains,8232
PV=divorcing,6134
speed-healing,22028
FN=symptoms,23066
one-touchdown,7213
"house-""",21872
PRP-WP,11851
pursue-this,19925
FN=vulva,22106
pushing-back,24659
their-side,2568
been-agonizing,26320
florida-.,8384
the-cold,8576
things-that,11148
PN=existence,24077
things-than,22577
FN=stop,21001
florida-:,2906
chlorine-bombs,3118
and-slip,27367
"goddesses-,""",14639
she-describes,15379
hospital-bills,13978
ramp-up,7052
the-cockpit,25684
12-interest,21025
our-president,26126
FN=reagan,7818
of-god,17351
live-right,22794
that-up,12422
9-:,16475
.....-over,25539
these-products,14330
a-condition,20678
PN=oxygen,9507
FN=chow,21713
PV=photographed,18262
not-going,3054
FN=brash,4324
PN=eggs,17581
watched-closely,12945
",-RBR",16836
is-distorted,18659
do-you,23112
CC-VBN,4026
offset-the,7661
soon-.,17461
CC-VBG,816
CC-VBD,125
CC-VBZ,9991
PV=lashing,11401
a-mid,21493
PN=israeli,17035
undercover-posing,17506
arts-degree,71
a-similarity,13264
force-one,7901
)-left,15253
liverpool-and,23385
party-now,9180
credit-goes,2340
"google-,",23633
the-actual,20765
the-enemies,16781
hand-.,10365
",-kind",4651
"hand-,",5929
hand--,2781
payment-card,22238
PN=replacement,17510
PN=resolution,19569
yourself-giving,21387
this-step,10635
us-now,19462
FN=demonstration,26755
would-speak,27011
explosion-captured,18775
how-he,19940
FN=perry,11406
FN=eighty,9992
walking-around,21171
PV=rebuffed,24619
FN=welders,15791
